trial_id,timestamp,family,hypothesis_one_line,mechanism_who_loses,params,timeframe,universe,tier,partition_used,n_trades,gross_edge_bps,net_edge_bps_pessimistic,sharpe_raw,gates_passed,gates_failed,outcome,cause_of_death,notes
D_asia_open_short,2026-08-08T01:46:50.357367+00:00,D,Session effect asia_open (short),participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [0, 1, 2], 'direction': -1}",1h,135 perps incl delisted,1,development,139114,0.2957,-1.8019,-4.624,,,KILLED,net edge -1.8019bps<=0 at pessimistic cost,regimes=-2.448/-1.136/-1.689 dd=-99.59%
D_europe_open_long,2026-08-08T01:46:50.614261+00:00,D,Session effect europe_open (long),participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [7, 8, 9], 'direction': 1}",1h,135 perps incl delisted,1,development,139146,0.1187,-1.9789,-5.188,,,KILLED,net edge -1.9789bps<=0 at pessimistic cost,regimes=-1.163/-2.943/-2.055 dd=-99.8%
D_europe_open_short,2026-08-08T01:46:50.901935+00:00,D,Session effect europe_open (short),participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [7, 8, 9], 'direction': -1}",1h,135 perps incl delisted,1,development,139146,-0.1187,-2.2163,-5.772,,,KILLED,net edge -2.2163bps<=0 at pessimistic cost,regimes=-3.025/-1.292/-2.124 dd=-99.88%
D_us_open_long,2026-08-08T01:46:51.170024+00:00,D,Session effect us_open (long),participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [13, 14, 15], 'direction': 1}",1h,135 perps incl delisted,1,development,139152,-0.057,-2.1546,-4.896,,,KILLED,net edge -2.1546bps<=0 at pessimistic cost,regimes=-2.032/-2.719/-1.939 dd=-99.87%
D_us_open_short,2026-08-08T01:46:51.450590+00:00,D,Session effect us_open (short),participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [13, 14, 15], 'direction': -1}",1h,135 perps incl delisted,1,development,139152,0.057,-2.0406,-4.642,,,KILLED,net edge -2.0406bps<=0 at pessimistic cost,regimes=-2.15/-1.523/-2.24 dd=-99.81%
D_europe_close_long,2026-08-08T01:46:51.695421+00:00,D,Session effect europe_close (long),participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [16, 17], 'direction': 1}",1h,135 perps incl delisted,1,development,139154,-0.072,-2.1695,-7.226,,,KILLED,net edge -2.1695bps<=0 at pessimistic cost,regimes=-1.504/-2.914/-2.254 dd=-99.85%
D_europe_close_short,2026-08-08T01:46:51.972116+00:00,D,Session effect europe_close (short),participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [16, 17], 'direction': -1}",1h,135 perps incl delisted,1,development,139154,0.072,-2.0256,-6.755,,,KILLED,net edge -2.0256bps<=0 at pessimistic cost,regimes=-2.684/-1.291/-1.941 dd=-99.78%
D_us_close_long,2026-08-08T01:46:52.266793+00:00,D,Session effect us_close (long),participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [20, 21], 'direction': 1}",1h,135 perps incl delisted,1,development,139156,0.2982,-1.7993,-5.817,,,KILLED,net edge -1.7993bps<=0 at pessimistic cost,regimes=-1.461/-2.212/-1.824 dd=-99.61%
D_us_close_short,2026-08-08T01:46:52.557621+00:00,D,Session effect us_close (short),participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [20, 21], 'direction': -1}",1h,135 perps incl delisted,1,development,139156,-0.2982,-2.3958,-7.698,,,KILLED,net edge -2.3958bps<=0 at pessimistic cost,regimes=-2.705/-1.994/-2.386 dd=-99.92%
D06_pre_settle_long,2026-08-08T01:46:52.837509+00:00,D,Pre-funding-settlement hour drift,participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [23, 7, 15], 'direction': 1}",1h,135 perps incl delisted,1,development,417454,-0.0431,-6.335,-14.645,,,KILLED,net edge -6.335bps<=0 at pessimistic cost,regimes=-5.484/-6.813/-6.699 dd=-100.0%
D07_post_settle_long,2026-08-08T01:46:53.114111+00:00,D,Post-funding-settlement hour drift,participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [0, 8, 16], 'direction': 1}",1h,135 perps incl delisted,1,development,417408,-0.1611,-6.4538,-16.277,,,KILLED,net edge -6.4538bps<=0 at pessimistic cost,regimes=-5.316/-8.404/-6.232 dd=-100.0%
D06_pre_settle_short,2026-08-08T01:46:53.377146+00:00,D,Pre-funding-settlement hour drift,participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [23, 7, 15], 'direction': -1}",1h,135 perps incl delisted,1,development,417454,0.0431,-6.2488,-14.461,,,KILLED,net edge -6.2488bps<=0 at pessimistic cost,regimes=-7.054/-5.805/-5.9 dd=-100.0%
D07_post_settle_short,2026-08-08T01:46:53.654923+00:00,D,Post-funding-settlement hour drift,participant mix changes by clock; scheduled payments are dodged predictably,"{'hours': [0, 8, 16], 'direction': -1}",1h,135 perps incl delisted,1,development,417408,0.1611,-6.1316,-15.534,,,KILLED,net edge -6.1316bps<=0 at pessimistic cost,regimes=-7.286/-4.184/-6.34 dd=-100.0%
D08,2026-08-08T01:46:53.916595+00:00,D,Settlement drift conditional on funding sign,participant mix changes by clock; scheduled payments are dodged predictably,{},1h,135 perps incl delisted,1,development,119885,-0.5517,-6.1107,-15.375,,,KILLED,net edge -6.1107bps<=0 at pessimistic cost,regimes=-6.103/-6.402/-5.959 dd=-100.0%
D09,2026-08-08T01:46:54.184875+00:00,D,Weekend move reverts,participant mix changes by clock; scheduled payments are dodged predictably,{},1h,135 perps incl delisted,1,development,19254,0.5835,-1.2083,-2.484,,,KILLED,net edge -1.2083bps<=0 at pessimistic cost,regimes=-0.633/-1.34/-1.558 dd=-97.99%
D12_dow0,2026-08-08T01:46:54.489313+00:00,D,Day-of-week 0 long,participant mix changes by clock; scheduled payments are dodged predictably,"{'days': [0], 'direction': 1}",1h,135 perps incl delisted,1,development,19916,-0.0191,-0.3188,-0.769,,,KILLED,net edge -0.3188bps<=0 at pessimistic cost,regimes=0.218/-0.857/-0.421 dd=-79.62%
D12_dow1,2026-08-08T01:46:54.770441+00:00,D,Day-of-week 1 long,participant mix changes by clock; scheduled payments are dodged predictably,"{'days': [1], 'direction': 1}",1h,135 perps incl delisted,1,development,19846,0.1756,-0.1233,-0.278,,,KILLED,net edge -0.1233bps<=0 at pessimistic cost,regimes=-0.094/-0.651/0.14 dd=-64.41%
D12_dow2,2026-08-08T01:46:55.030978+00:00,D,Day-of-week 2 long,participant mix changes by clock; scheduled payments are dodged predictably,"{'days': [2], 'direction': 1}",1h,135 perps incl delisted,1,development,19857,0.3291,0.0302,0.059,,,KILLED,only 1/3 regimes positive,regimes=0.921/-0.764/-0.192 dd=-67.02%
D12_dow3,2026-08-08T01:46:55.301509+00:00,D,Day-of-week 3 long,participant mix changes by clock; scheduled payments are dodged predictably,"{'days': [3], 'direction': 1}",1h,135 perps incl delisted,1,development,19864,0.0358,-0.263,-0.663,,,KILLED,net edge -0.263bps<=0 at pessimistic cost,regimes=0.213/-0.461/-0.504 dd=-75.04%
D12_dow4,2026-08-08T01:46:55.565316+00:00,D,Day-of-week 4 long,participant mix changes by clock; scheduled payments are dodged predictably,"{'days': [4], 'direction': 1}",1h,135 perps incl delisted,1,development,19909,0.3771,0.0766,0.188,,,KILLED,only 1/3 regimes positive,regimes=1.19/-1.104/-0.1 dd=-56.53%
D12_dow5,2026-08-08T01:46:55.830107+00:00,D,Day-of-week 5 long,participant mix changes by clock; scheduled payments are dodged predictably,"{'days': [5], 'direction': 1}",1h,135 perps incl delisted,1,development,19864,0.0568,-0.2436,-0.691,,,KILLED,net edge -0.2436bps<=0 at pessimistic cost,regimes=0.405/-1.09/-0.26 dd=-74.17%
D12_dow6,2026-08-08T01:46:56.088629+00:00,D,Day-of-week 6 long,participant mix changes by clock; scheduled payments are dodged predictably,"{'days': [6], 'direction': 1}",1h,135 perps incl delisted,1,development,19907,0.0901,-0.2103,-0.564,,,KILLED,net edge -0.2103bps<=0 at pessimistic cost,regimes=0.14/-0.851/-0.12 dd=-66.63%
E06_z1.5,2026-08-08T01:46:56.351336+00:00,E,Beta-hedged residual reversion,inventory-driven dislocation between substitutes must revert,{'z': 1.5},1h,135 perps incl delisted,1,development,37394,0.0401,-2.5972,-7.529,,,KILLED,net edge -2.5972bps<=0 at pessimistic cost,regimes=-3.373/-1.432/-2.66 dd=-99.96%
E09_z1.5,2026-08-08T01:46:57.157224+00:00,E,Alt/BTC ratio reversion,inventory-driven dislocation between substitutes must revert,{'z': 1.5},1h,135 perps incl delisted,1,development,19482,-0.0678,-1.2503,-1.532,,,KILLED,net edge -1.2503bps<=0 at pessimistic cost,regimes=-1.416/-1.629/-0.925 dd=-99.19%
E06_z2.0,2026-08-08T01:46:57.659668+00:00,E,Beta-hedged residual reversion,inventory-driven dislocation between substitutes must revert,{'z': 2.0},1h,135 perps incl delisted,1,development,25786,-0.1398,-3.8888,-7.336,,,KILLED,net edge -3.8888bps<=0 at pessimistic cost,regimes=-4.933/-1.967/-4.163 dd=-100.0%
E09_z2.0,2026-08-08T01:46:58.524265+00:00,E,Alt/BTC ratio reversion,inventory-driven dislocation between substitutes must revert,{'z': 2.0},1h,135 perps incl delisted,1,development,16629,-0.0676,-1.7882,-1.929,,,KILLED,net edge -1.7882bps<=0 at pessimistic cost,regimes=-2.481/-1.106/-1.65 dd=-99.87%
E06_z3.0,2026-08-08T01:46:58.999927+00:00,E,Beta-hedged residual reversion,inventory-driven dislocation between substitutes must revert,{'z': 3.0},1h,135 perps incl delisted,1,development,8635,0.17,-5.4422,-4.092,,,KILLED,net edge -5.4422bps<=0 at pessimistic cost,regimes=-7.221/-0.421/-6.853 dd=-100.0%
E09_z3.0,2026-08-08T01:46:59.755741+00:00,E,Alt/BTC ratio reversion,inventory-driven dislocation between substitutes must revert,{'z': 3.0},1h,135 perps incl delisted,1,development,7785,-0.6423,-3.0206,-2.182,,,KILLED,net edge -3.0206bps<=0 at pessimistic cost,regimes=-5.445/-0.07/-2.842 dd=-100.0%
E04_lag1,2026-08-08T01:47:00.222611+00:00,E,BTC leads alts by 1h,inventory-driven dislocation between substitutes must revert,{'lag': 1},1h,135 perps incl delisted,1,development,219,-2.2515,-29.0189,-25.633,,,KILLED,too few trades (219<300),regimes=-29.448/-30.802/-27.743 dd=-100.0%
E04_lag2,2026-08-08T01:47:00.618943+00:00,E,BTC leads alts by 2h,inventory-driven dislocation between substitutes must revert,{'lag': 2},1h,135 perps incl delisted,1,development,219,-0.7051,-27.4695,-24.276,,,KILLED,too few trades (219<300),regimes=-28.038/-24.913/-28.434 dd=-100.0%
E04_lag3,2026-08-08T01:47:01.019403+00:00,E,BTC leads alts by 3h,inventory-driven dislocation between substitutes must revert,{'lag': 3},1h,135 perps incl delisted,1,development,219,-0.4001,-27.1651,-23.922,,,KILLED,too few trades (219<300),regimes=-27.439/-27.714/-26.669 dd=-100.0%
H02_d7_long,2026-08-08T01:47:01.422115+00:00,H,New perp listing first 7d drift,forced/price-insensitive flow around scheduled listing & delisting events,"{'days': 7, 'direction': 1}",1h,135 perps incl delisted,1,development,53,0.3408,0.2703,0.227,,,KILLED,too few trades (53<300),regimes=1.015/-2.028/0.966 dd=-95.36%
H02_d7_short,2026-08-08T01:47:01.772441+00:00,H,New perp listing first 7d drift,forced/price-insensitive flow around scheduled listing & delisting events,"{'days': 7, 'direction': -1}",1h,135 perps incl delisted,1,development,53,-0.3408,-0.4113,-0.345,,,KILLED,too few trades (53<300),regimes=-1.187/1.971/-1.13 dd=-96.27%
H02_d14_long,2026-08-08T01:47:02.108419+00:00,H,New perp listing first 14d drift,forced/price-insensitive flow around scheduled listing & delisting events,"{'days': 14, 'direction': 1}",1h,135 perps incl delisted,1,development,53,0.1181,0.0608,0.048,,,KILLED,too few trades (53<300),regimes=1.79/-2.508/0.184 dd=-98.38%
H02_d14_short,2026-08-08T01:47:02.457787+00:00,H,New perp listing first 14d drift,forced/price-insensitive flow around scheduled listing & delisting events,"{'days': 14, 'direction': -1}",1h,135 perps incl delisted,1,development,53,-0.1181,-0.1755,-0.138,,,KILLED,too few trades (53<300),regimes=-1.931/2.434/-0.301 dd=-95.74%
H02_d30_long,2026-08-08T01:47:02.806417+00:00,H,New perp listing first 30d drift,forced/price-insensitive flow around scheduled listing & delisting events,"{'days': 30, 'direction': 1}",1h,135 perps incl delisted,1,development,53,1.0118,0.9676,0.697,,,KILLED,too few trades (53<300),regimes=5.209/-3.178/0.107 dd=-98.2%
H02_d30_short,2026-08-08T01:47:03.115788+00:00,H,New perp listing first 30d drift,forced/price-insensitive flow around scheduled listing & delisting events,"{'days': 30, 'direction': -1}",1h,135 perps incl delisted,1,development,53,-1.0118,-1.0561,-0.761,,,KILLED,too few trades (53<300),regimes=-5.301/3.104/-0.201 dd=-99.78%
H04_d7_long,2026-08-08T01:47:03.445888+00:00,H,Delisting run-up last 7d,forced/price-insensitive flow around scheduled listing & delisting events,"{'days': 7, 'direction': 1}",1h,135 perps incl delisted,1,development,7,-1.1193,-1.1297,-0.373,,,KILLED,too few trades (7<300),regimes=-0.155/-4.583/0.022 dd=-99.99%
H04_d7_short,2026-08-08T01:47:03.754949+00:00,H,Delisting run-up last 7d,forced/price-insensitive flow around scheduled listing & delisting events,"{'days': 7, 'direction': -1}",1h,135 perps incl delisted,1,development,7,1.1193,1.1089,0.366,,,KILLED,too few trades (7<300),regimes=0.15/4.533/-0.038 dd=-4507.62%
H04_d14_long,2026-08-08T01:47:04.060647+00:00,H,Delisting run-up last 14d,forced/price-insensitive flow around scheduled listing & delisting events,"{'days': 14, 'direction': 1}",1h,135 perps incl delisted,1,development,8,-1.0589,-1.0711,-0.352,,,KILLED,too few trades (8<300),regimes=-0.094/-4.581/0.109 dd=-100.0%
H04_d14_short,2026-08-08T01:47:04.351656+00:00,H,Delisting run-up last 14d,forced/price-insensitive flow around scheduled listing & delisting events,"{'days': 14, 'direction': -1}",1h,135 perps incl delisted,1,development,8,1.0589,1.0467,0.344,,,KILLED,too few trades (8<300),regimes=0.083/4.516/-0.122 dd=-4507.62%
T2_A12_z2.0,2026-08-08T01:54:58.521885+00:00,A,Tier-2 full gate battery,"retail account L/S extreme -> fade the crowded, under-capitalised side","z=2.0/3.0, win=30d, hold=24h",1h,25 metrics symbols,2,validation,1254,0.7081,-0.9324,-0.351,8.1_sample_size;parameter_plateau;random_entry,walk_forward;purged_kfold;regime;block_bootstrap;quarterly;outlier;entry_shift;cost_ratio;deflated_sharpe,KILLED_TIER2,"failed: walk_forward,purged_kfold,regime,block_bootstrap,quarterly,outlier,entry_shift,cost_ratio,deflated_sharpe",
T2_A12_z3.0,2026-08-08T01:54:58.522039+00:00,A,Tier-2 full gate battery,"retail account L/S extreme -> fade the crowded, under-capitalised side","z=2.0/3.0, win=30d, hold=24h",1h,25 metrics symbols,2,validation,336,0.5229,-0.3403,0.006,8.1_sample_size;walk_forward;purged_kfold;parameter_plateau;random_entry,regime;block_bootstrap;quarterly;outlier;entry_shift;cost_ratio;deflated_sharpe,KILLED_TIER2,"failed: regime,block_bootstrap,quarterly,outlier,entry_shift,cost_ratio,deflated_sharpe",
T2_A12_z2.0_r2,2026-08-08T01:57:22.112367+00:00,A,Tier-2 full gate battery,"retail account L/S extreme -> fade the crowded, under-capitalised side","z=2.0/3.0, win=30d, hold=24h",1h,25 metrics symbols,2,validation,1254,0.7081,-0.9324,-0.351,8.1_sample_size;entry_shift;parameter_plateau;random_entry,walk_forward;purged_kfold;regime;block_bootstrap;quarterly;outlier;cost_ratio;deflated_sharpe,KILLED_TIER2,"failed: walk_forward,purged_kfold,regime,block_bootstrap,quarterly,outlier,cost_ratio,deflated_sharpe",
T2_A12_z3.0_r2,2026-08-08T01:57:22.112491+00:00,A,Tier-2 full gate battery,"retail account L/S extreme -> fade the crowded, under-capitalised side","z=2.0/3.0, win=30d, hold=24h",1h,25 metrics symbols,2,validation,336,0.5229,-0.3403,0.006,8.1_sample_size;walk_forward;purged_kfold;entry_shift;parameter_plateau;random_entry,regime;block_bootstrap;quarterly;outlier;cost_ratio;deflated_sharpe,KILLED_TIER2,"failed: regime,block_bootstrap,quarterly,outlier,cost_ratio,deflated_sharpe",
F01,2026-08-08T01:58:45.463171+00:00,F,on-chain flow/valuation signal,on-chain holders are slow and identifiable; their forced moves are visible,n/a,n/a,n/a,0,none,,,,,,,SKIPPED_NO_DATA,"UNMEASURED, not falsified: no point-in-time on-chain history reachable",no point-in-time on-chain history reachable. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
F02,2026-08-08T01:58:45.475133+00:00,F,on-chain flow/valuation signal,on-chain holders are slow and identifiable; their forced moves are visible,n/a,n/a,n/a,0,none,,,,,,,SUPERSEDED,"pre-declared SKIP was WRONG: the Section-2 probe found a usable free source, so this was actually tested as F02_stablecoin_growth / F02b_stablecoin_contraction",no point-in-time on-chain history reachable. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
F03,2026-08-08T01:58:45.480574+00:00,F,on-chain flow/valuation signal,on-chain holders are slow and identifiable; their forced moves are visible,n/a,n/a,n/a,0,none,,,,,,,SKIPPED_NO_DATA,"UNMEASURED, not falsified: no point-in-time on-chain history reachable",no point-in-time on-chain history reachable. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
F04,2026-08-08T01:58:45.485686+00:00,F,on-chain flow/valuation signal,on-chain holders are slow and identifiable; their forced moves are visible,n/a,n/a,n/a,0,none,,,,,,,SKIPPED_NO_DATA,"UNMEASURED, not falsified: no point-in-time on-chain history reachable",no point-in-time on-chain history reachable. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
F05,2026-08-08T01:58:45.490894+00:00,F,on-chain flow/valuation signal,on-chain holders are slow and identifiable; their forced moves are visible,n/a,n/a,n/a,0,none,,,,,,,SKIPPED_NO_DATA,"UNMEASURED, not falsified: no point-in-time on-chain history reachable",no point-in-time on-chain history reachable. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
F06,2026-08-08T01:58:45.495905+00:00,F,on-chain flow/valuation signal,on-chain holders are slow and identifiable; their forced moves are visible,n/a,n/a,n/a,0,none,,,,,,,SKIPPED_NO_DATA,"UNMEASURED, not falsified: no point-in-time on-chain history reachable",no point-in-time on-chain history reachable. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
F07,2026-08-08T01:58:45.500823+00:00,F,on-chain flow/valuation signal,on-chain holders are slow and identifiable; their forced moves are visible,n/a,n/a,n/a,0,none,,,,,,,SUPERSEDED,"pre-declared SKIP was WRONG: the Section-2 probe found a usable free source, so this was actually tested as F07_fee_spike_fade",no point-in-time on-chain history reachable. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
F08,2026-08-08T01:58:45.505991+00:00,F,on-chain flow/valuation signal,on-chain holders are slow and identifiable; their forced moves are visible,n/a,n/a,n/a,0,none,,,,,,,SUPERSEDED,"pre-declared SKIP was WRONG: the Section-2 probe found a usable free source, so this was actually tested as F08_active_address_growth / F08b_tx_count_growth",no point-in-time on-chain history reachable. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
H01,2026-08-08T01:58:45.511409+00:00,H,listing-announcement drift,forced index/tracker buying plus attention flow,n/a,n/a,n/a,0,none,,,,,,,SUPERSEDED,"pre-declared SKIP was WRONG: the Section-2 probe found a usable free source, so this was actually tested as H01_announce_drift_24h/72h/168h",no free historical announcement timestamps. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
H03,2026-08-08T01:58:45.516803+00:00,H,token-unlock supply shock,vesting recipients are price-insensitive sellers on a known date,n/a,n/a,n/a,0,none,,,,,,,SKIPPED_NO_DATA,"UNMEASURED, not falsified: no free historical unlock calendar",no free historical unlock calendar. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
H08,2026-08-08T01:58:45.522086+00:00,H,index-inclusion forced buying,index trackers must buy at a known time regardless of price,n/a,n/a,n/a,0,none,,,,,,,SKIPPED_NO_DATA,"UNMEASURED, not falsified: no free index-membership history",no free index-membership history. probe results: glassnode=401; cryptoquant=401; dune=401; blockchain_info_charts=200; mempool_space=200; defillama_stables=200; defillama_unlocks=402; binance_announcements=200
F02_stablecoin_growth,2026-08-08T02:01:47.442274+00:00,F,Accelerating aggregate stablecoin supply precedes higher crypto returns,Newly minted stablecoins are dry powder that entered to buy; the minter has already accepted fiat and must deploy,hold=24h unless stated,1h,135 perps (survivorship-free),1,development,4505,0.1684,0.1017,0.16,,,ADVANCE_TIER2,,late-added after data-availability probe succeeded
F02b_stablecoin_contraction,2026-08-08T02:01:47.787756+00:00,F,Contracting stablecoin supply precedes lower returns (short side of F02),Redemptions are capital leaving the system for good,hold=24h unless stated,1h,135 perps (survivorship-free),1,development,5688,0.0797,-0.0102,-0.013,,,KILLED,net-negative after costs (gross +0.080 -> net -0.010 bps),late-added after data-availability probe succeeded
F07_fee_spike_fade,2026-08-08T02:01:48.065309+00:00,F,BTC chain-fee spikes mark urgency-driven flow and are followed by reversal,"Whoever overpays a congested fee is transacting on urgency, not price; urgent flow is the classic price-insensitive loser",hold=24h unless stated,1h,135 perps (survivorship-free),1,development,19693,0.1318,-0.1602,-0.343,,,KILLED,net-negative after costs (gross +0.132 -> net -0.160 bps),late-added after data-availability probe succeeded
F08_active_address_growth,2026-08-08T02:01:48.348308+00:00,F,Growth in unique active addresses precedes higher returns,"Address growth proxies genuine new participation, i.e. new marginal buyers",hold=24h unless stated,1h,135 perps (survivorship-free),1,development,7405,0.4645,0.3397,0.515,,,ADVANCE_TIER2,,late-added after data-availability probe succeeded
F08b_tx_count_growth,2026-08-08T02:01:48.632081+00:00,F,Growth in confirmed BTC transaction count precedes higher returns,"As F08, using settlement count instead of address count",hold=24h unless stated,1h,135 perps (survivorship-free),1,development,5296,0.0024,-0.088,-0.141,,,KILLED,net-negative after costs (gross +0.002 -> net -0.088 bps),late-added after data-availability probe succeeded
H01_announce_drift_24h,2026-08-08T02:01:48.910004+00:00,H,Long from the perp-listing announcement for 24h,Announcement brings attention plus index/tracker and market-maker inventory build before the contract exists,hold=24h unless stated,1h,135 perps (survivorship-free),1,development,2,-0.0186,-0.0219,-0.195,,,KILLED,too few trades (2<300),late-added after data-availability probe succeeded
H01_announce_drift_72h,2026-08-08T02:01:49.188863+00:00,H,Long from the perp-listing announcement for 72h,Announcement brings attention plus index/tracker and market-maker inventory build before the contract exists,hold=24h unless stated,1h,135 perps (survivorship-free),1,development,2,-0.0084,-0.0116,-0.069,,,KILLED,too few trades (2<300),late-added after data-availability probe succeeded
H01_announce_drift_168h,2026-08-08T02:01:49.429526+00:00,H,Long from the perp-listing announcement for 168h,Announcement brings attention plus index/tracker and market-maker inventory build before the contract exists,hold=24h unless stated,1h,135 perps (survivorship-free),1,development,2,-0.0007,-0.0039,-0.018,,,KILLED,too few trades (2<300),late-added after data-availability probe succeeded
T2_F02_stablecoin_growth,2026-08-08T02:03:53.673292+00:00,F,Tier-2 full gate battery (+market-neutrality gates),market-wide on-chain tilt,"threshold z=1.0, hold=24h",1h,135 perps,2,validation,2453,0.4901,0.4073,0.911,8.1_sample_size;regime;quarterly;outlier;beats_buy_hold;parameter_plateau;cost_ratio;random_entry,walk_forward;purged_kfold;block_bootstrap;market_alpha;entry_shift;deflated_sharpe,KILLED_TIER2,"failed: walk_forward,purged_kfold,block_bootstrap,market_alpha,entry_shift,deflated_sharpe",
T2_F08_active_address_growth,2026-08-08T02:03:53.673578+00:00,F,Tier-2 full gate battery (+market-neutrality gates),market-wide on-chain tilt,"threshold z=1.0, hold=24h",1h,135 perps,2,validation,2084,0.5515,0.4688,1.224,8.1_sample_size;walk_forward;purged_kfold;regime;outlier;beats_buy_hold;parameter_plateau;cost_ratio;random_entry,block_bootstrap;quarterly;market_alpha;entry_shift;deflated_sharpe,KILLED_TIER2,"failed: block_bootstrap,quarterly,market_alpha,entry_shift,deflated_sharpe",
